"","search_string","unique_name","approximate_match","ott_id","is_synonym","flags","number_matches","species","pcr_samps","sero_samps","filo_samps","hnv_samps","total_samps","surveyed","region","tree_species","filo_surv","hnv_surv","both_surv"
"935","taphozous hildegardeae","Taphozous hildegardeae",FALSE,"451724",FALSE,"","1","taphozous hildegardeae",0,0,0,0,0,0,"Africa","Taphozous_hildegardeae",NA,NA,NA
"936","taphozous hilli","Taphozous hilli",FALSE,"514605",FALSE,"","1","taphozous hilli",0,0,0,0,0,0,"Australia","Taphozous_hilli",NA,NA,NA
"937","taphozous kapalgensis","Taphozous kapalgensis",FALSE,"3613555",FALSE,"","1","taphozous kapalgensis",0,0,0,0,0,0,"Australia","Taphozous_kapalgensis",NA,NA,NA
"943","taphozous mauritianus","Taphozous mauritianus",FALSE,"879091",FALSE,"","1","taphozous mauritianus",0,0,0,0,0,0,"Africa","Taphozous_mauritianus",NA,NA,NA
"950","taphozous nudiventris","Taphozous nudiventris",FALSE,"75194",FALSE,"","1","taphozous nudiventris",0,0,0,0,0,0,"Africa","Taphozous_nudiventris",NA,NA,NA
"956","taphozous perforatus","Taphozous perforatus",FALSE,"3613554",FALSE,"","1","taphozous perforatus",0,0,0,0,0,0,"Africa","Taphozous_perforatus",NA,NA,NA
"964","taphozous troughtoni","Taphozous troughtoni",FALSE,"3613557",FALSE,"","1","taphozous troughtoni",0,0,0,0,0,0,"Australia","Taphozous_troughtoni",NA,NA,NA
"443","thoopterus nigrescens","Thoopterus nigrescens",FALSE,"164535",FALSE,"","1","thoopterus nigrescens",0,0,0,0,0,0,"Asia","Thoopterus_nigrescens",NA,NA,NA
"1527","thyroptera discifera","Thyroptera discifera",FALSE,"579473",FALSE,"","1","thyroptera discifera",0,0,0,0,0,0,"LA","Thyroptera_discifera",NA,NA,NA
"1530","thyroptera lavali","Thyroptera lavali",FALSE,"263938",FALSE,"","1","thyroptera lavali",0,0,0,0,0,0,"LA","Thyroptera_lavali",NA,NA,NA
"1531","thyroptera tricolor","Thyroptera tricolor",FALSE,"267977",FALSE,"","1","thyroptera tricolor",0,0,0,0,0,0,"LA","Thyroptera_tricolor",NA,NA,NA
"1562","tomopeas ravus","Tomopeas ravus",FALSE,"876506",FALSE,"","1","tomopeas ravus",0,0,0,0,0,0,"LA","Tomopeas_ravus",NA,NA,NA
"1281","tonatia bidens","Tonatia bidens",FALSE,"761780",FALSE,"","1","tonatia bidens",0,0,0,0,0,0,"LA","Tonatia_bidens",NA,NA,NA
"1282","tonatia saurophila","Tonatia saurophila",FALSE,"1074690",FALSE,"","1","tonatia saurophila",0,0,0,0,0,0,"LA","Tonatia_saurophila",NA,NA,NA
"1287","trachops cirrhosus","Trachops cirrhosus",FALSE,"792613",FALSE,"","1","trachops cirrhosus",0,0,0,0,0,0,"LA","Trachops_cirrhosus",NA,NA,NA
"854","triaenops auritus","Paratriaenops auritus",FALSE,"1071075",TRUE,"","1","triaenops auritus",0,0,0,0,0,0,"Africa","Paratriaenops_auritus",NA,NA,NA
"855","triaenops furculus","Paratriaenops furculus",FALSE,"221782",TRUE,"","1","triaenops furculus",0,0,0,0,0,0,"Africa","Paratriaenops_furculus",NA,NA,NA
"856","triaenops persicus","Triaenops persicus",FALSE,"1071077",FALSE,"","1","triaenops persicus",0,0,0,0,0,0,"Middle East","Triaenops_persicus",NA,NA,NA
"860","triaenops rufus","Triaenops rufus",FALSE,"1071076",FALSE,"","1","triaenops rufus",0,0,0,0,0,0,"Africa","Triaenops_rufus",NA,NA,NA
"1292","trinycteris nicefori","Micronycteris nicefori",FALSE,"218136",TRUE,"SIBLING_HIGHER","1","trinycteris nicefori",0,0,0,0,0,0,"LA","Micronycteris_nicefori",NA,NA,NA
"2290","tylonycteris pachypus","Tylonycteris pachypus",FALSE,"113461",FALSE,"","1","tylonycteris pachypus",0,0,0,0,0,0,"Asia","Tylonycteris_pachypus",NA,NA,NA
"2296","tylonycteris robustula","Tylonycteris robustula",FALSE,"981286",FALSE,"","1","tylonycteris robustula",0,0,0,0,0,0,"Asia","Tylonycteris_robustula",NA,NA,NA
"1451","uroderma bilobatum","Uroderma bilobatum",FALSE,"401290",FALSE,"","1","uroderma bilobatum",0,0,0,0,0,0,"LA","Uroderma_bilobatum",NA,NA,NA
"1455","uroderma magnirostrum","Uroderma magnirostrum",FALSE,"605658",FALSE,"","1","uroderma magnirostrum",0,0,0,0,0,0,"LA","Uroderma_magnirostrum",NA,NA,NA
"1460","vampyressa bidens","Vampyressa bidens",FALSE,"842098",FALSE,"","1","vampyressa bidens",0,0,0,0,0,0,"LA","Vampyressa_bidens",NA,NA,NA
"1461","vampyressa brocki","Vampyressa brocki",FALSE,"655347",FALSE,"","1","vampyressa brocki",0,0,0,0,0,0,"LA","Vampyressa_brocki",NA,NA,NA
"1462","vampyressa melissa","Vampyressa melissa",FALSE,"393952",FALSE,"","1","vampyressa melissa",0,0,0,0,0,0,"LA","Vampyressa_melissa",NA,NA,NA
"1463","vampyressa nymphaea","Vampyressa nymphaea",FALSE,"981726",FALSE,"","1","vampyressa nymphaea",0,0,0,0,0,0,"LA","Vampyressa_nymphaea",NA,NA,NA
"1464","vampyressa pusilla","Vampyressa pusilla",FALSE,"269233",FALSE,"","1","vampyressa pusilla",0,0,0,0,0,0,"LA","Vampyressa_pusilla",NA,NA,NA
"1465","vampyressa thyone","Vampyressa thyone",FALSE,"393959",FALSE,"","1","vampyressa thyone",0,0,0,0,0,0,"LA","Vampyressa_thyone",NA,NA,NA
"1467","vampyrodes caraccioli","Vampyrodes caraccioli",FALSE,"269230",FALSE,"","1","vampyrodes caraccioli",0,0,0,0,0,0,"LA","Vampyrodes_caraccioli",NA,NA,NA
"1294","vampyrum spectrum","Vampyrum spectrum",FALSE,"353066",FALSE,"","1","vampyrum spectrum",0,0,0,0,0,0,"LA","Vampyrum_spectrum",NA,NA,NA
"2300","vespadelus baverstocki","Vespadelus baverstocki",FALSE,"3613796",FALSE,"SIBLING_HIGHER","1","vespadelus baverstocki",0,0,0,0,0,0,"Australia","Vespadelus_baverstocki",NA,NA,NA
"2301","vespadelus caurinus","Vespadelus caurinus",FALSE,"3614199",FALSE,"SIBLING_HIGHER","1","vespadelus caurinus",0,0,0,0,0,0,"Australia","Vespadelus_caurinus",NA,NA,NA
"2302","vespadelus darlingtoni","Eptesicus sagittula",FALSE,"739212",TRUE,"SIBLING_HIGHER","1","vespadelus darlingtoni",0,0,0,0,0,0,"Australia","Eptesicus_sagittula",NA,NA,NA
"2303","vespadelus douglasorum","Vespadelus douglasorum",FALSE,"3613801",FALSE,"SIBLING_HIGHER","1","vespadelus douglasorum",0,0,0,0,0,0,"Australia","Vespadelus_douglasorum",NA,NA,NA
"2304","vespadelus finlaysoni","Vespadelus finlaysoni",FALSE,"3614139",FALSE,"SIBLING_HIGHER","1","vespadelus finlaysoni",0,0,0,0,0,0,"Australia","Vespadelus_finlaysoni",NA,NA,NA
"2305","vespadelus pumilus","Vespadelus pumilus",FALSE,"3613800",FALSE,"SIBLING_HIGHER","1","vespadelus pumilus",0,0,0,0,0,0,"Australia","Vespadelus_pumilus",NA,NA,NA
"2306","vespadelus regulus","Eptesicus regulus",FALSE,"383887",TRUE,"SIBLING_HIGHER","1","vespadelus regulus",0,0,0,0,0,0,"Australia","Eptesicus_regulus",NA,NA,NA
"2307","vespadelus troughtoni","Vespadelus troughtoni",FALSE,"3614182",FALSE,"SIBLING_HIGHER","1","vespadelus troughtoni",0,0,0,0,0,0,"Australia","Vespadelus_troughtoni",NA,NA,NA
"2308","vespadelus vulturnus","Eptesicus vulturnus",FALSE,"687559",TRUE,"SIBLING_HIGHER","1","vespadelus vulturnus",0,0,0,0,0,0,"Australia","Eptesicus_vulturnus",NA,NA,NA
"2310","vespertilio murinus","Vespertilio murinus",FALSE,"190920",FALSE,"","1","vespertilio murinus",0,0,0,0,0,0,"Europe","Vespertilio_murinus",NA,NA,NA
"2313","vespertilio sinensis","Vespertilio sinensis",FALSE,"389101",FALSE,"","1","vespertilio sinensis",0,0,0,0,0,0,"Asia","Vespertilio_sinensis",NA,NA,NA
